,date,state,hospitalized_with_symptoms,intensive_care,total_hospitalized,home_isolation,positive_total,change_in_total_positives,new_positives,recovered_discharged,deaths,diagnostic_suspected_cases,screening_cases,cases_total,swabs,tested_cases,notes,intensive_care_admissions,test_notes,case_notes,total_positive_molecular_test,rapid_antigen_test_positive_total,molecular_test_swabs,rapid_antigen_test_swabs
681,2022-01-05T17:00:00,ITA,13364,1428,14792,1406325,1421117,155820,189109,5196642,138276,,,6756035,144315182,41928155.0,,132.0,,,5918596.0,837439.0,74662839.0,69652343.0
682,2022-01-06T17:00:00,ITA,13827,1467,15294,1578285,1593579,172462,219441,5243412,138474,,,6975465,145453492,42171448.0,,177.0,,,6014907.0,960558.0,75023110.0,70430382.0
683,2022-01-07T17:00:00,ITA,14591,1499,16090,1657981,1674071,80492,108304,5270994,138697,,,7083762,145945664,42287504.0,,120.0,,,6080761.0,1003001.0,75250881.0,70694783.0
684,2022-01-08T17:00:00,ITA,14930,1557,16487,1802406,1818893,144822,197552,5323523,138881,,,7281297,147165930,42520576.0,,154.0,,,6164375.0,1116922.0,75568209.0,71597721.0
685,2022-01-09T17:00:00,ITA,15647,1595,17242,1926737,1943979,125086,155659,5353922,139038,,,7436939,148159131,42725013.0,,142.0,,,6229650.0,1207289.0,75856287.0,72302844.0
686,2022-01-10T17:00:00,ITA,16340,1606,17946,1986651,2004597,60618,101762,5410482,139265,,,7554344,148771952,42856913.0,,114.0,,,6286591.0,1267753.0,76085265.0,72686687.0
687,2022-01-11T17:00:00,ITA,17067,1677,18744,2115395,2134139,129542,220532,5500938,139559,,,7774863,150147466,43105796.0,,185.0,,,6361711.0,1413152.0,76403257.0,73744209.0
688,2022-01-12T17:00:00,ITA,17309,1669,18978,2203082,2222060,87921,196224,5609136,139872,,,7971068,151338033,43353643.0,,156.0,,,6434616.0,1536452.0,76764844.0,74573189.0
689,2022-01-13T17:00:00,ITA,17648,1668,19316,2304202,2323518,101458,184615,5691939,140188,,,8155645,152519212,43584304.0,,156.0,,,6506687.0,1648958.0,77098992.0,75420220.0
690,2022-01-14T17:00:00,ITA,18019,1679,19698,2379130,2398828,75310,186253,5817138,140548,,,8356514,153651521,43803735.0,,136.0,,,6580117.0,1776397.0,77413988.0,76237533.0
691,2022-01-15T17:00:00,ITA,18370,1677,20047,2450800,2470847,72019,180426,5937747,140856,,,8549450,154869351,44031304.0,,141.0,,,6657120.0,1892330.0,77738750.0,77130601.0
692,2022-01-16T17:00:00,ITA,18719,1691,20410,2528447,2548857,78010,149512,6016954,141104,,,8706915,155797197,44217594.0,,128.0,,,6696656.0,2010259.0,77976882.0,77820315.0
693,2022-01-17T17:00:00,ITA,19228,1717,20945,2534333,2555278,6421,83403,6093633,141391,,,8790302,156338495,44322789.0,,122.0,,,6731060.0,2059242.0,78131373.0,78207122.0
694,2022-01-18T17:00:00,ITA,19448,1715,21163,2540993,2562156,6878,212004,6314444,141825,,,9018425,157819844,44547215.0,,150.0,,,6786905.0,2231520.0,78396506.0,79423338.0
695,2022-01-19T17:00:00,ITA,19500,1688,21188,2605402,2626590,64434,192320,6450596,142205,,,9219391,159001733,46518189.0,,134.0,,,6845556.0,2373835.0,78704737.0,80296996.0
696,2022-01-20T17:00:00,ITA,19659,1698,21357,2660684,2682041,55451,188797,6593625,142590,,,9418256,160111999,46726531.0,,155.0,,,6904080.0,2514176.0,78992687.0,81119312.0
697,2022-01-21T17:00:00,ITA,19485,1707,21192,2674511,2695703,13662,179106,6765190,142963,,,9603856,161229552,46930178.0,,148.0,,,6977045.0,2626811.0,79260426.0,81969126.0
698,2022-01-22T17:00:00,ITA,19442,1676,21118,2702831,2723949,28246,171263,6913946,143296,,,9781191,162273201,47126726.0,,121.0,,,7033326.0,2747865.0,79521523.0,82751678.0
699,2022-01-23T17:00:00,ITA,19627,1685,21312,2713594,2734906,10957,138860,7045249,143523,,,9923678,163206585,47287113.0,,132.0,,,7073843.0,2849835.0,79721198.0,83485387.0
700,2022-01-24T17:00:00,ITA,19862,1685,21547,2688310,2709857,-25049,77696,7147612,143875,,,10001344,163725878,47388265.0,,101.0,,,7104011.0,2897333.0,79854189.0,83871689.0
701,2022-01-25T17:00:00,ITA,20037,1691,21728,2667534,2689262,-20595,190514,7382789,144344,,,10216395,165147423,47609557.0,,131.0,,,7179872.0,3036523.0,80112854.0,85034569.0
702,2022-01-26T17:00:00,ITA,20001,1665,21666,2694915,2716581,27319,167206,7522210,144770,,,10383561,166244710,47808448.0,,123.0,,,7229762.0,3153799.0,80372410.0,85872300.0
703,2022-01-27T17:00:00,ITA,19853,1645,21498,2684955,2706453,-10128,155697,7687989,145159,,,10539601,167284466,47990083.0,,125.0,,,7281390.0,3258211.0,80606511.0,86677955.0
704,2022-01-28T17:00:00,ITA,19796,1630,21426,2647402,2668828,-37625,143898,7869583,145537,,,10683948,168335754,48165860.0,,126.0,,,7332896.0,3351052.0,80837676.0,87498078.0
705,2022-01-29T17:00:00,ITA,19636,1588,21224,2643424,2664648,-4180,137147,8010813,145914,,,10821375,169335244,48335306.0,,118.0,,,7372626.0,3448749.0,81055511.0,88279733.0
706,2022-01-30T17:00:00,ITA,19617,1593,21210,2622607,2643817,-20831,104065,8135519,146149,,,10925485,170153413,48482902.0,,95.0,,,7404881.0,3520604.0,81225749.0,88927664.0
707,2022-01-31T17:00:00,ITA,19913,1584,21497,2571109,2592606,-51211,57715,8244012,146498,,,10983116,170631727,48563681.0,,112.0,,,7425544.0,3557572.0,81342858.0,89288869.0
708,2022-02-01T17:00:00,ITA,19873,1549,21422,2455092,2476514,-116092,133142,8492983,146925,,,11116422,171878714,48742289.0,,107.0,,,7465049.0,3651373.0,81545324.0,90333390.0
709,2022-02-02T17:00:00,ITA,19550,1524,21074,2386552,2407626,-68888,118994,8680799,147320,,,11235745,172843235,48915615.0,,104.0,,,7502430.0,3733315.0,81773768.0,91069467.0
710,2022-02-03T17:00:00,ITA,19324,1457,20781,2307449,2328230,-79396,112691,8872737,147734,,,11348701,173758572,49063883.0,,95.0,,,7544511.0,3804190.0,81978831.0,91779741.0
711,2022-02-04T17:00:00,ITA,19000,1440,20440,2197904,2218344,-109886,99522,9083090,148167,,,11449601,174643465,49207964.0,,114.0,,,7576778.0,3872823.0,82168606.0,92474859.0
712,2022-02-05T17:00:00,ITA,18615,1411,20026,2108517,2128543,-89801,93157,9265708,148542,,,11542793,175489945,49348658.0,,104.0,,,7608501.0,3934292.0,82366772.0,93123173.0
713,2022-02-06T17:00:00,ITA,18498,1431,19929,2053319,2073248,-55295,78952,9399717,148771,,,11621736,176176489,49467196.0,,105.0,,,7633243.0,3988493.0,82517134.0,93659355.0
714,2022-02-07T17:00:00,ITA,18675,1423,20098,1970603,1990701,-82547,41247,9523540,149097,,,11663338,176570152,49539069.0,,70.0,,,7646782.0,4016556.0,82605992.0,93964160.0
715,2022-02-08T17:00:00,ITA,18337,1376,19713,1908087,1927800,-62901,101864,9688455,149512,,,11765767,177569247,49685945.0,,99.0,,,7671892.0,4093875.0,82785626.0,94783621.0
716,2022-02-09T17:00:00,ITA,17932,1350,19282,1855343,1874625,-53175,81367,9822915,149896,,,11847436,178300531,49816014.0,,90.0,,,7696394.0,4151042.0,82976598.0,95323933.0
717,2022-02-10T17:00:00,ITA,17354,1322,18676,1794598,1813274,-61351,75861,9960136,150221,,,11923631,178984246,49937792.0,,83.0,,,7720991.0,4202640.0,83142747.0,95841499.0
718,2022-02-11T17:00:00,ITA,16824,1265,18089,1733036,1751125,-62149,67152,10089429,150555,,,11991109,179648032,50046103.0,,100.0,,,7741794.0,4249315.0,83313057.0,96334975.0
719,2022-02-12T17:00:00,ITA,16310,1223,17533,1678081,1695614,-55511,62231,10206892,150824,,,12053330,180235677,50148897.0,,68.0,,,7760728.0,4292602.0,83484074.0,96751603.0
720,2022-02-13T17:00:00,ITA,16060,1190,17250,1621423,1638673,-56941,51959,10315987,151015,,,12105675,180698558,50236430.0,,66.0,,,7777132.0,4328543.0,83603062.0,97095496.0
721,2022-02-14T17:00:00,ITA,16050,1173,17223,1573392,1590615,-48058,28630,10392540,151296,,,12134451,180982449,50287710.0,,63.0,,,7784068.0,4350383.0,83677548.0,97304901.0
722,2022-02-15T17:00:00,ITA,15602,1119,16721,1533689,1550410,-40205,70852,10503380,151684,,,12205474,181678193,50396431.0,,87.0,,,7801885.0,4403589.0,83819169.0,97859024.0
723,2022-02-16T17:00:00,ITA,15127,1073,16200,1463913,1480113,-70297,59749,10633268,151962,,,12265343,182233273,50502584.0,,75.0,,,7817195.0,4448148.0,83967772.0,98265501.0
724,2022-02-17T17:00:00,ITA,14562,1037,15599,1422609,1438208,-41905,57890,10732908,152282,,,12323398,182771404,50596115.0,,71.0,,,7832891.0,4490507.0,84100681.0,98670723.0
725,2022-02-18T17:00:00,ITA,13948,987,14935,1389187,1404122,-34086,53662,10820380,152596,,,12377098,183281687,50687246.0,,52.0,,,7848319.0,4528779.0,84228399.0,99053288.0
726,2022-02-19T17:00:00,ITA,13387,953,14340,1355438,1369778,-34344,50534,10905147,152848,,,12427773,183773732,50780044.0,,76.0,,,7862292.0,4565481.0,84351579.0,99422153.0
727,2022-02-20T17:00:00,ITA,13284,934,14218,1334129,1348347,-21431,42081,10968639,152989,,,12469975,184146508,50853494.0,,52.0,,,7872447.0,4597528.0,84446773.0,99699735.0
728,2022-02-21T17:00:00,ITA,13375,928,14303,1307668,1321971,-26376,24408,11019298,153190,,,12494459,184378274,50898597.0,,55.0,,,7878835.0,4615624.0,84507224.0,99871050.0
729,2022-02-22T17:00:00,ITA,13076,896,13972,1277821,1291793,-30178,60029,11109291,153512,,,12554596,184981913,50992982.0,,82.0,,,7892532.0,4662064.0,84638245.0,100343668.0
730,2022-02-23T17:00:00,ITA,12527,886,13413,1208010,1221423,-70370,49040,11228571,153764,,,12603758,185461360,51086581.0,,81.0,,,7904335.0,4699423.0,84774479.0,100686881.0
731,2022-02-24T17:00:00,ITA,12125,839,12964,1186264,1199228,-22195,46169,11298010,154013,,,12651251,185945890,51179953.0,,56.0,,,7917305.0,4733946.0,84894619.0,101051271.0
732,2022-02-25T17:00:00,ITA,11706,799,12505,1163419,1175924,-23304,40948,11363190,154206,,,12693320,186386005,51261122.0,,58.0,,,7929496.0,4763824.0,85013268.0,101372737.0
733,2022-02-26T17:00:00,ITA,11103,763,11866,1128692,1140558,-35366,38375,11437706,154416,,,12732680,186820082,51340236.0,,44.0,,,7939603.0,4793077.0,85121863.0,101698219.0
734,2022-02-27T17:00:00,ITA,10868,733,11601,1110677,1122278,-18280,30629,11487720,154560,,,12764558,187137866,51411708.0,,26.0,,,7915757.0,4848801.0,85200886.0,101936980.0
735,2022-02-28T17:00:00,ITA,10851,714,11565,1088369,1099934,-22344,17981,11528135,154767,,,12782836,187336379,51449663.0,,39.0,,,7949300.0,4833536.0,85251765.0,102084614.0
736,2022-03-01T17:00:00,ITA,10456,708,11164,1062066,1073230,-26704,46631,11601742,155000,,,12829972,187867237,51541775.0,,74.0,,,7959909.0,4870063.0,85369378.0,102497859.0
737,2022-03-02T17:00:00,ITA,9954,681,10635,1050975,1061610,-11620,36429,11651094,155214,,,12867918,188282525,51627327.0,,40.0,,,7969386.0,4898532.0,85487020.0,102795505.0
738,2022-03-03T17:00:00,ITA,9599,654,10253,1031209,1041462,-20148,41500,11713645,155399,,,12910506,188713837,51712137.0,,52.0,,,7980150.0,4930356.0,85590680.0,103123157.0
739,2022-03-04T17:00:00,ITA,9297,625,9922,1013865,1023787,-17675,38095,11769463,155609,,,12948859,189102673,51778402.0,,31.0,,,7988967.0,4959892.0,85693793.0,103408880.0
740,2022-03-05T17:00:00,ITA,8974,609,9583,1009248,1018831,-4956,39963,11815610,155782,,,12990223,189484157,51855322.0,,59.0,,,7998336.0,4991887.0,85787000.0,103697157.0
741,2022-03-06T17:00:00,ITA,8828,603,9431,1006910,1016341,-2490,35057,11853884,155887,,,13026112,189780403,51922636.0,,37.0,,,8007940.0,5018172.0,85859150.0,103921253.0
742,2022-03-07T17:00:00,ITA,8989,610,9599,998761,1008360,-7981,22083,11884397,156017,,,13048774,189968677,51967720.0,,35.0,,,8010726.0,5038048.0,85904001.0,104064676.0
743,2022-03-08T17:00:00,ITA,8776,592,9368,1002153,1011521,3161,60191,11941805,156201,,,13109527,190499871,52067963.0,,50.0,,,8022476.0,5087051.0,86022321.0,104477550.0
744,2022-03-09T17:00:00,ITA,8575,563,9138,992784,1001922,-9599,48483,12001063,156357,,,13159342,190933832,52162911.0,,43.0,,,8033752.0,5125590.0,86147575.0,104786257.0
745,2022-03-10T17:00:00,ITA,8414,545,8959,962196,971155,-30767,54230,12086850,156493,,,13214498,191387173,52257465.0,,48.0,,,8046052.0,5168446.0,86253299.0,105133874.0
746,2022-03-11T17:00:00,ITA,8274,527,8801,967678,976479,5324,53127,12135331,156649,,,13268459,191812811,52350045.0,,35.0,,,8058408.0,5210051.0,86355379.0,105457432.0
747,2022-03-12T17:00:00,ITA,8234,513,8747,976875,985622,9143,53825,12180724,156782,,,13323128,192230588,52441042.0,,40.0,,,8069893.0,5253235.0,86453597.0,105776991.0
748,2022-03-13T17:00:00,ITA,8240,516,8756,990748,999504,13882,48886,12216835,156868,,,13373207,192560616,52519706.0,,41.0,,,8079652.0,5293555.0,86531713.0,106028903.0
749,2022-03-14T17:00:00,ITA,8468,518,8986,994253,1003239,3735,28900,12242669,156997,,,13402905,192765493,52568640.0,,32.0,,,8084835.0,5318070.0,86576281.0,106189212.0
750,2022-03-15T17:00:00,ITA,8473,502,8975,1027149,1036124,32885,85288,12296018,157177,,,13489319,193352508,52680134.0,,51.0,,,8098936.0,5390383.0,86698487.0,106654021.0
751,2022-03-16T17:00:00,ITA,8410,477,8887,1045280,1054167,18043,72568,12351985,157314,,,13563466,193843219,52787563.0,,31.0,,,8112263.0,5451203.0,86821819.0,107021400.0
752,2022-03-17T17:00:00,ITA,8397,473,8870,1079347,1088217,34050,79895,12400175,157442,,,13645834,194373101,52902939.0,,51.0,,,8129686.0,5516148.0,86936668.0,107436433.0
753,2022-03-18T17:00:00,ITA,8403,474,8877,1111344,1120221,32004,76250,12446583,157607,,,13724411,194863984,53013320.0,,47.0,,,8144057.0,5580354.0,87043832.0,107820152.0
754,2022-03-19T17:00:00,ITA,8319,471,8790,1138729,1147519,27298,74024,12494968,157692,,,13800179,195342035,53120934.0,,56.0,,,8161532.0,5638647.0,87147082.0,108194953.0
755,2022-03-20T17:00:00,ITA,8430,467,8897,1163927,1172824,25305,60415,12531134,157785,,,13861743,195712501,53206304.0,,29.0,,,8171787.0,5689956.0,87228523.0,108483978.0
756,2022-03-21T17:00:00,ITA,8728,463,9191,1166089,1175280,2456,32573,12562004,157904,,,13895188,195930717,53260255.0,,31.0,,,8177750.0,5717438.0,87278454.0,108652263.0
757,2022-03-22T17:00:00,ITA,8969,455,9424,1191183,1200607,25327,96365,12633384,158101,,,13992092,196572613,53379377.0,,47.0,,,8192954.0,5799138.0,87396186.0,109176427.0
758,2022-03-23T17:00:00,ITA,8939,466,9405,1217485,1226890,26283,76260,12685306,158254,,,14070450,197086357,53499849.0,,55.0,,,8207062.0,5863388.0,87518600.0,109567757.0
759,2022-03-24T17:00:00,ITA,9029,447,9476,1236327,1245803,18913,81811,12748859,158436,,,14153098,197631659,53614681.0,,41.0,,,8223130.0,5929968.0,87632631.0,109999028.0
760,2022-03-25T17:00:00,ITA,8994,447,9441,1236840,1246281,478,75616,12824632,158582,,,14229495,198135632,53722281.0,,49.0,,,8236472.0,5993023.0,87742645.0,110392987.0
761,2022-03-26T17:00:00,ITA,9023,452,9475,1244908,1254383,8102,73357,12891028,158700,,,14304111,198639817,53833635.0,,45.0,,,8251919.0,6052192.0,87844207.0,110795610.0
762,2022-03-27T17:00:00,ITA,9181,464,9645,1253246,1262891,8508,59555,12943050,158782,,,14364723,199024140,53918194.0,,40.0,,,8261294.0,6103429.0,87924008.0,111100132.0
763,2022-03-28T17:00:00,ITA,9496,487,9983,1244073,1254056,-8835,30710,12983350,158877,,,14396283,199235675,53962864.0,,39.0,,,8269229.0,6127054.0,87968303.0,111267372.0
764,2022-03-29T17:00:00,ITA,9740,487,10227,1256651,1266878,12822,99457,13070647,159054,,,14496579,199896383,54083192.0,,46.0,,,8283550.0,6213029.0,88093392.0,111802991.0
765,2022-03-30T17:00:00,ITA,9871,481,10352,1272464,1282816,15938,77621,13125950,159224,,,14567990,200421282,54211527.0,,50.0,,,8290015.0,6277975.0,88213039.0,112208243.0
766,2022-03-31T17:00:00,ITA,9898,468,10366,1266678,1277044,-5772,73195,13205927,159383,,,14642354,200908095,54306198.0,,46.0,,,8305126.0,6337228.0,88316604.0,112591491.0
767,2022-04-01T17:00:00,ITA,9981,476,10457,1261030,1271487,-5557,74350,13288370,159537,,,14719394,201422918,54415704.0,,47.0,,,8320261.0,6399133.0,88424024.0,112998894.0
768,2022-04-02T17:00:00,ITA,9949,493,10442,1267169,1277611,6124,70803,13353529,159666,,,14790806,201899959,54505989.0,,72.0,,,8333316.0,6457490.0,88522226.0,113377733.0
769,2022-04-03T17:00:00,ITA,10017,489,10506,1273510,1284016,6405,53588,13402015,159784,,,14845815,202264141,54585746.0,,42.0,,,8343747.0,6502068.0,88596224.0,113667917.0
770,2022-04-04T17:00:00,ITA,10241,483,10724,1263581,1274305,-9711,30630,13442930,159909,,,14877144,203647359,54806680.0,,36.0,,,8347867.0,6529277.0,88644333.0,115003026.0
771,2022-04-05T17:00:00,ITA,10246,471,10717,1263671,1274388,83,88173,13531567,160103,,,14966058,204235935,54911237.0,,57.0,,,8363971.0,6602087.0,88747785.0,115488150.0
772,2022-04-06T17:00:00,ITA,10164,466,10630,1263227,1273857,-531,69278,13601834,160252,,,15035943,204697383,55006392.0,,51.0,,,8377224.0,6658719.0,88855028.0,115842355.0
773,2022-04-07T17:00:00,ITA,10078,471,10549,1242507,1253056,-20801,69596,13692608,160402,,,15106066,205167186,55095875.0,,65.0,,,8390941.0,6715125.0,88952864.0,116214322.0
774,2022-04-08T17:00:00,ITA,10102,462,10564,1239043,1249607,-3449,66535,13763554,160546,,,15173707,205609215,55185541.0,,52.0,,,8403817.0,6769890.0,89045428.0,116563787.0
775,2022-04-09T17:00:00,ITA,10023,462,10485,1227380,1237865,-11742,63992,13839605,160658,,,15238128,206047664,55264773.0,,42.0,,,8418326.0,6819802.0,89134714.0,116912950.0
776,2022-04-10T17:00:00,ITA,10038,465,10503,1236053,1246556,8691,51376,13884744,160748,,,15292048,206399929,55338102.0,,39.0,,,8425148.0,6866900.0,89202927.0,117197002.0
777,2022-04-11T17:00:00,ITA,10256,466,10722,1222040,1232762,-13794,28368,13927128,160863,,,15320753,206592711,55379914.0,,30.0,,,8430106.0,6890647.0,89245718.0,117346993.0
778,2022-04-12T17:00:00,ITA,10207,463,10670,1218075,1228745,-4017,83643,14015032,161032,,,15404809,207155729,55481704.0,,53.0,,,8444209.0,6960600.0,89344598.0,117811131.0
779,2022-04-13T17:00:00,ITA,10166,449,10615,1217243,1227858,-887,62037,14078350,161187,,,15467395,207575724,55564655.0,,42.0,,,8456631.0,7010764.0,89441567.0,118134157.0
780,2022-04-14T17:00:00,ITA,10075,420,10495,1217167,1227662,-196,64951,14144014,161336,,,15533012,208014099,55649255.0,,35.0,,,8470153.0,7062859.0,89531077.0,118483022.0
781,2022-04-15T17:00:00,ITA,9980,419,10399,1208525,1218924,-8738,61555,14214909,161469,,,15595302,208411581,55727662.0,,49.0,,,8481782.0,7113520.0,89612318.0,118799263.0
782,2022-04-16T17:00:00,ITA,9878,411,10289,1211049,1221338,2414,63815,14276895,161602,,,15659835,208836063,55811022.0,,39.0,,,8493103.0,7166732.0,89688494.0,119147569.0
783,2022-04-17T17:00:00,ITA,9758,403,10161,1215877,1226038,4700,51993,14324363,161687,,,15712088,209170287,55879765.0,,33.0,,,8500185.0,7211903.0,89742963.0,119427324.0
784,2022-04-18T17:00:00,ITA,9940,411,10351,1206492,1216843,-9195,18380,14352067,161766,,,15730676,209276026,55906276.0,,39.0,,,8502334.0,7228342.0,89769631.0,119506395.0
785,2022-04-19T17:00:00,ITA,10214,422,10636,1197643,1208279,-8564,27214,14387830,161893,,,15758002,209450124,55944112.0,,38.0,,,8507229.0,7250773.0,89804639.0,119645485.0
786,2022-04-20T17:00:00,ITA,10207,413,10620,1196280,1206900,-1379,99848,14489444,162098,,,15858442,210060724,56057089.0,,44.0,,,8519882.0,7338560.0,89900944.0,120159780.0
787,2022-04-21T17:00:00,ITA,10231,415,10646,1212167,1222813,15913,75020,14549360,162264,,,15934437,210506904,56150932.0,,40.0,,,8530764.0,7403673.0,89995782.0,120511122.0
788,2022-04-22T17:00:00,ITA,10076,411,10487,1212635,1223122,309,73212,14622593,162466,,,16008181,210944097,56239024.0,,46.0,,,8543764.0,7464417.0,90082691.0,120861406.0
789,2022-04-23T17:00:00,ITA,9914,409,10323,1221906,1232229,9107,70520,14684371,162609,,,16079209,211365630,56322979.0,,43.0,,,8557744.0,7521465.0,90159321.0,121206309.0
790,2022-04-24T17:00:00,ITA,9895,416,10311,1233838,1244149,11920,56263,14729220,162688,,,16136057,211691841,56393949.0,,34.0,,,8566066.0,7569991.0,90215117.0,121476724.0
791,2022-04-25T17:00:00,ITA,10050,416,10466,1232134,1242600,-1549,24878,14755958,162781,,,16161339,211830644,56427324.0,,26.0,,,8567833.0,7593506.0,90247206.0,121583438.0
792,2022-04-26T17:00:00,ITA,10328,409,10737,1224239,1234976,-7624,29575,14793420,162927,,,16191323,212013319,56466076.0,,23.0,,,8571877.0,7619446.0,90282688.0,121730631.0
793,2022-04-27T17:00:00,ITA,10155,394,10549,1224127,1234676,-300,87940,14881965,163113,,,16279754,212567845,56570548.0,,34.0,,,8589149.0,7690605.0,90368487.0,122199358.0
794,2022-04-28T17:00:00,ITA,10076,382,10458,1238348,1248806,14130,69204,14937738,163244,,,16349788,213009371,56655438.0,,46.0,,,8596881.0,7752907.0,90466187.0,122543184.0
795,2022-04-29T17:00:00,ITA,9942,371,10313,1236804,1247117,-1689,58861,14998689,163377,,,16409183,213390610,56731492.0,,38.0,,,8607251.0,7801932.0,90543721.0,122846889.0
796,2022-04-30T17:00:00,ITA,9826,366,10192,1219187,1229379,-17738,53602,15070314,163507,,,16463200,213773683,56803828.0,,32.0,,,8617688.0,7845512.0,90618779.0,123154904.0
797,2022-05-01T17:00:00,ITA,9738,366,10104,1221566,1231670,2291,40757,15109509,163612,,,16504791,214061284,56868204.0,,30.0,,,8624579.0,7880212.0,90676581.0,123384703.0
798,2022-05-02T17:00:00,ITA,9794,368,10162,1194940,1205102,-26568,18896,15155021,163736,,,16523859,214183728,56896921.0,,32.0,,,8626831.0,7897028.0,90706673.0,123477055.0
799,2022-05-03T17:00:00,ITA,9695,366,10061,1189899,1199960,-5142,62071,15222419,163889,,,16586268,214594775,56980351.0,,45.0,,,8638582.0,7947686.0,90787032.0,123807743.0
800,2022-05-04T17:00:00,ITA,9614,371,9985,1177085,1187070,-12890,47039,15282800,164041,,,16633911,214930050,57059575.0,,42.0,,,8644778.0,7989133.0,90871121.0,124058929.0
801,2022-05-05T17:00:00,ITA,9384,369,9753,1155371,1165124,-21946,48255,15353323,164179,,,16682626,215257228,57127410.0,,32.0,,,8653204.0,8029422.0,90946644.0,124310584.0
802,2022-05-06T17:00:00,ITA,9164,363,9527,1136858,1146385,-18739,43947,15416301,164304,,,16726990,215559634,57191604.0,,31.0,,,8660140.0,8066850.0,91018122.0,124541512.0
803,2022-05-07T17:00:00,ITA,8815,355,9170,1122194,1131364,-15021,40522,15471992,164417,,,16767773,215865197,57250547.0,,33.0,,,8667529.0,8100244.0,91086905.0,124778292.0
804,2022-05-08T17:00:00,ITA,8655,356,9011,1110903,1119914,-11450,30804,15514595,164489,,,16798998,216068651,57299429.0,,28.0,,,8672361.0,8126637.0,91136795.0,124931856.0
